text,label
پروٹیز آل راؤنڈر سنی لوس نے ایک ایلیٹ کلب میں شمولیت اختیار کی کیونکہ اس نے کنگس میڈ میں پاکستان کے خلاف آخری ون ڈے میں تین وکٹیں حاصل کیں۔,1
آسٹریلیا اور ہندوستان دونوں نے قرعہ اندازی کے بعد ہر ایک کو 10 پوائنٹس حاصل کیے ، جس کی وجہ سے زائرین کو ڈبلیو ٹی سی ٹیبل میں 400 پوائنٹس کے نشان کو چھونے والی پہلی ٹیم بننے میں مدد ملی۔,1
نہیں، ٹائم میگزین نے اپنے نئے سرورق میں پوٹن کو ہٹلر کے طور پر پیش نہیں کیا۔,0
 یہ صدر ٹرمپ ایک متنازعہ روسی وکیل کے ساتھ ہیں؟,0
جاپانی فیکٹری میں ہونے والے دھماکے کی تصویر گمراہ کن طور پر اس دعوے کے ساتھ شیئر کی گئی کہ یہ 'ویکسین کو ذخیرہ کر رہی ہے',0
پیٹرول کی قیمت میں اضافے کیخلاف درخواست پر وفاق اور اوگرا سے جواب طلب,1
کاروباری شخص نے اپنی آنجہانی ماں کی یاد میں تاج محل بنوادیا,1
نیٹ فلکس کو اپنے طیارے کے لیے فلائٹ ایٹنڈنٹ کی تلاش، تنخواہ 3 لاکھ 85 ہزار ڈالر تک,1
زمین پر پڑی متعدد لاشوں کی خوفناک تصویر میں کشمیر میں رہنے والے مسلمانوں کے ساتھ ہندوستانی فوج کے سلوک کو ظاہر کیا گیا ہے۔,0
سعودی عرب میں بچوں سے زیادتی کے مرتکب سمیت 2 مجرمان کا سر قلم,1
زمبابوے میں ہم جنس پرستوں کی شادی پر پابندی عائد ہے لیکن عدالت کی طرف سے ہم جنس پرست جوڑے کو جان سے مارنے کی دھمکی ایک دھوکہ ہے,0
ریپبلکن کانگریس کے رکن اینڈی بگس کے ذریعہ متعارف کرایا گیا ، اس بل نے پاکستان کے ایک بڑے غیر نیٹو اتحادی کی حیثیت سے عہدہ کو ہٹا دیا ہے ، یہ ایسی حیثیت ہے جو مختلف فوائد کی اجازت دیتی ہے جیسے امریکی دفاعی فراہمی کی اضافی فراہمی اور کوآپریٹو ڈیفنس ریسرچ اور دیو میں شرکت,1
چین کی الٹرا ہائی ڈیفینیشن وڈیو صنعت 30 کھرب یوآن کے ساتھ سرفہرست,1
انڈین ایئر فورس ڈے 2020: ویرات کوہلی نے قوم کے ہیروز کو خراج تحسین پیش کیا,1
بھارت میں شدید گرمی، شہری نے دھوپ میں آملیٹ بنا لیا، ویڈیو وائرل,1
مقبوضہ کشمیر میں بھارتی مظالم، برطانوی رکن پارلیمنٹ نے سوالات اٹھا دیے,1
 چیف جسٹس جان رابرٹس اپنے نامناسب سیاسی اثر و رسوخ کا حوالہ دیتے ہوئے، زمین کی اعلیٰ ترین عدالت کا پیچھا کرتے ہیں۔ ,0
 بائیڈن کے افتتاح سے پہلے مارشل لا 'آنن' ہے؟,0
ایک پولیس افسر نے بتایا کہ سیکورٹی فورسز نے اتوار کو جموں و کشمیر کے پونچھ ضلع میں لائن آف کنٹرول (ایل او سی) کے قریب اسلحہ اور گولہ بارود کا ایک ذخیرہ برآمد کیا۔ ضلع میں اسلحہ اور گولہ بارود کی بازیابی کا یہ تیسرا دور تھا…,1
طے پانی تھے  زرائع کے مطابق یہ تجارتی ڈیل طے نہ پا سکی جسکی وجہ سے امریکی صدر ڈونلڈ ٹرمپ کوشدید تنقید کا ارجنٹائن کے دارالحکومت بیونس آئرس میں اس تجارتی معاہدے پر دستخط ہونے تھت جوکہ تاخیر کا شکار ہو گئے اس تقریب کے موقع پر ڈونلڈ ٹرمپ نے کطاب بھی کرنا تھا ,0
 سیکس کے بعد نہانا STDs یا STIs سے بچاتا ہے؟,0
یونان میں کشتی ڈوبنے سے ایک دن پہلے کے مناظر,1
میرا مزاج اور کام کا انداز مختلف ہے،وزیراعظم کی وفاقی سیکرٹریز سے گفتگو,1
گولڈن ٹیمپل نے ذاتی حفاظتی سامان (پی پی ای) اور وینٹی لیٹرز کی قیمت برداشت کرنے کا وعدہ کیا ہے,0
نیب ترامیم کے خلاف درخواست پر سماعت منگل تک ملتوی، اٹارنی جنرل سے دلائل طلب,1
ایجڈے واقعے کا ’ڈمپنگ‘ ، جہاں اندور میں شہری حکام کو ویڈیو پر پکڑا گیا تھا کہ وہ کسی شاہراہ کے کنارے بے گھر بزرگوں کو پھینکنے کی کوشش کر رہا تھا جس سے ایک بے ہودہ ہوجاتا ہے (صفحہ 1 ، 31 جنوری)۔ دعوی,1
کانن اوبرائن کے ساتھ انٹرویو کے دوران بز ایلڈرین کے تبصرے ثابت کرتے ہیں کہ چاند پر اترنا جعلی تھا۔,0
انڈیا کے زیرِ انتظام کشمیر کی ’لٹیری دلہن‘ جن پر شادیاں کر کے زیور اور نقدی چرانے کا الزام ہے,1
امدادی کاموں میں مدد کرنے والے آر ایس ایس کارکنوں کی تصویر چمولی کی نہیں ہے۔,0
مجھے کوئی اطلاعات نہیں ملیں کہ صحافی عمران ریاض کہاں ہیں؟ نگراں وزیرداخلہ,1
عمران خان کب رہا ہوں گے، الیکشن کب ہوں گے؟ ماہر علم نجوم شیخ طارق اقبال کی خطرناک پیش گوئی,1
امپوسٹر اکاؤنٹ ایس اے آئیکن ڈیسمنڈ ٹوٹو کے بارے میں جھوٹی موت کی افواہ پھیلاتا ہے۔,0
بھارت؛ دوران پرواز پرندہ ٹکرانے سے طیارے میں آگ بھڑک اُٹھی,1
عمران خان کی سپریم کورٹ سے ’سیاسی انتقام‘ روکنے کی استدعا,1
انوار الحق کاکڑ آج نگران وزیر اعظم کے عہدے کا حلف اٹھائیں گے,1
بھارت میں بھیڑ بھری ٹرینوں کی پرانی ویڈیوز سرکاری ملازمت کے امتحان سے جھوٹی طور پر منسلک ہیں۔,0
سی پیک کو افغانستان تک توسیع دینے کے لیے تیار ہیں، چین,1
علامہ یوسف القرضاوی 96 سال کی عمر میں انتقال کرگئے,1
پائلٹوں میں ویکسین سے متعلق اسٹروک سے منسلک ہوائی جہاز کے حادثوں کی ایک وبا ہے۔,0
کمپنی نے بھیجے گئے ایک خط کے مطابق ، اگر جنوبی ایشین قوم $ 1.2 بلین کے ٹیکس تنازعہ میں ثالثی کے فیصلے کا احترام کرنے سے انکار کرتی ہے تو کیرن انرجی پی ایل سی حکام کو ہندوستانی اثاثوں کو متاثر کرنے پر مجبور کرے گی۔,1
دہلی ٹریفک پولیس نے ہفتے کے روز 23 جنوری کو جمہوریہ پریڈ کے لئے 23 جنوری کو مکمل لباس کی ریہرسل کے ہموار طرز عمل کے لئے انتظامات اور پابندیوں کے بارے میں ایک مشاورتی جاری کیا۔ پریڈ ریہرسل ہفتہ صبح 9.50 بجے وجے چوک سے شروع ہوگی۔,1
اروشی نے سالگرہ پر 13 سال پرانا لباس پہن لیا,1
شاہ سلمان کی زیرِ سرپرستی عرب مالیاتی اداروں کا سالانہ اجلاس منعقد,1
الیکشن کمیشن نے بلوچستان حکومت کو بڑے پیمانے پر تبادلوں کی اجازت دیدی,1
ملک کے مرکزی بینک کے گورنر نے کہا کہ پاکستان مالی اعانت کے پروگرام کو دوبارہ ٹریک پر رکھنے کے لئے بین الاقوامی مالیاتی فنڈ (آئی ایم ایف) کے ساتھ بات چیت کر رہا ہے ، انہوں نے مزید کہا کہ وہ کورونا وائرس پانڈیم کے خاتمے کے باوجود معاشی نقطہ نظر کے بارے میں پرامید ہیں۔,1
کہتے ہیں کہ وسکونسن ریپبلکن پارٹی نے ٹویٹ  خواتین کا عالمی دن مبارک ہو آپ خواتین کو کم معاوضہ ملنا چاہیے اور صحت کی دیکھ بھال کے فیصلے کرنے کے قابل نہیں ہونا چاہیے۔,0
چین اور پاکستان چین کے وزیر خارجہ وانگ یی نے جمعرات کے روز ، چین کے وزیر خارجہ وانگ یی نے اپنے پاکستانی ہم منصب کو بتایا ، خاص طور پر گوادر پورٹ اور ریلوے اپ گریڈ پروجیکٹ میں چین اور پاکستان چین پاکستان اکنامک راہداری (سی پی ای سی) پر تعاون کو گہرا کریں گے۔,1
لوک سبھا نے کوآپریٹو بینکوں کو آر بی آئی کی نگرانی میں لانے کا بل پاس کیا۔,1
ہندو- مسلم کے فرضی دعوی کے ساتھ وائرل ہو رہا ہے مدھیہ پردیش کا پرانا ویڈیو,0
تالوں کے نیچے اس ننھے سوراخ کی موجودگی کی وجہ جانتے ہیں؟,1
حیدرآباد میں دس سالہ لاپتہ بچی مردہ پائی گئی,1
 پوتن نے ٹرمپ پر ہنس کر اسے 'ہارامی' کہا؟,0
متحدہ عرب امارات میں پٹرول کی قیمتوں میں اضافے کا اعلان,1
فلم ٹائی ٹینک بنانے کی وجہ کیا تھی؟ حیرت انگیز انکشاف,1
کوئی ثبوت نہیں ہے کہ فلو شاٹ COVID-19 کے خطرے کو بڑھاتا ہے۔,0
پاکستان پیپلز پارٹی کی مہنگائی اور بجلی کے بلوں کیخلاف ریلی,1
کہتے ہیں کہ برنی سینڈرز نے ایک بار کہا تھا، لوگوں کو افسردہ کرنے والے حالات کو دور کرنے کے بجائے، جدید معاشرہ انہیں اینٹی ڈپریسنٹ ادویات دیتا ہے۔,0
سقراط کہتے ہیں کہ جب بحث ہار جاتی ہے تو بہتان ہارنے والوں کا آلہ بن جاتا ہے۔,0
ہندوستانی لڑاکا جیٹ پاکستان میں گولی مار کر ہلاک ہوگیا,0
کیلی فورنیا کے ساحل پر ماہی گیروں کی 2 کشتیاں الٹ گئیں؛ ہلاکتیں,1
ڈیموکریٹک پلان میں الیکٹرک وہیکل ٹیکس کریڈٹس,0
ویڈیو گیم کی تصویر سری لنکا کی اپوزیشن جے وی پی کی طرف سے 80 کی دہائی کی بغاوت سے جھوٹی طور پر منسلک ہے۔,0
حج سیزن؛ مسجد قبا کی توسیع جاری، 66 ہزار نمازیوں کی گنجایش ہوگی,1
روس نے ’گوگل نیوز‘ پر پابندی عائد کردی,1
انڈین انفلوئنسر کی کھانا کھانے کی وائرل ویڈیو: ’اس قسم کے رویے کو رومانوی رنگ دینا غلط ہے‘,1
افغانستان میں زلزلہ، 26 افراد جاں بحق,1
زیلنسکی کی فوجیوں سے ملاقات کی یہ تصویر روس کے یوکرین پر حملہ کرنے سے پہلے لی گئی تھی۔,0
 فوٹیج کیپ ٹاؤن میں طوفان دکھاتی ہے؟,0
اپنے گورنر بھائی کی مدد کرنے پر سی این این کا اینکرنوکری سے فارغ,1
ٹیری میک اولف نے اپنے دوست جو بائیڈن کو فون  کہ وہ ورجینیا کے والدین پر DOJ ڈالیں۔,0
آن لائن تصاویر شیئر ہونے کے باوجود نیلے الّو اصلی نہیں ہیں۔,0
پی ٹی آئی لاہور کے کوآرڈینیٹرذیشان عظمت استحکام پاکستان پارٹی میں شامل,1
تصویر میں دکھایا گیا ہے کہ جنوبی کوریا کے صدر تاجروں کے ساتھ کھانا کھا رہے ہیں، سیلاب پر قابو پانے کی کوششوں کا جشن نہیں منا رہے ہیں۔,0
'ٹیسٹیکل ٹیننگ' Chyron کا حوالہ دیتے ہوئے Heidi Cruz جعلی ہے۔,0
یہ ویڈیو 2019 سے چین میں ٹریفک حادثے کے حوالے سے رپورٹس میں گردش کر رہی ہے۔,0
بل گیٹس نے اعتراف  کہ ان کی کورونا وائرس ویکسین تقریباً 10 لاکھ لوگوں کی جان لے سکتی ہے۔,0
ہم سماجی سائنس سے جانتے ہیں کہ بچے ماں اور باپ کے ساتھ بہترین سلوک کرتے ہیں۔,0
خوراک کی شدید قلت کے باعث ہم بھوک سے مرنے والے ہیں، سری لنکن وزیراعظم,1
جے اینڈ کے ڈی جی پی دلبگ سنگھ نے کہا ہے کہ اس سے شاید ہی فرق پڑتا ہے کہ دہشت گردی کے لباس کو کس طرح سے امن عمل میں خلل ڈالنے کے لئے کام کر رہا ہے کیونکہ یہ سب پاکستان کا بچہ ہے۔,1
ایس ٹی ایف کے انسپکٹر سکھوندر سنگھ کی سربراہی میں ایک پولیس پارٹی نے کوکو کے قبضے سے پاکستان سے اسمگل ہونے والی ایک کلو ہیروئن کی برآمد کی تھی جبکہ یہ دعویٰ کیا تھا کہ اسے ایک نکا میں گرفتار کیا گیا ہے۔,1
ماتا ویشنو دیوی کی یاترا پر آنے والوں کیلئے تمام بنیادی سہولیات فراہم کرنے کیلئے شرائین بورڈ  کر رہا ہے اقدامات: منوج سنہا,1
ہندو نے نہ صرف رافیل اختلافی نوٹ کاٹ دیا بلکہ اس میں ڈیجیٹل ہیرا پھیری بھی کی۔,0
اوہائیو کا سیڈر پوائنٹ تفریحی پارک 2017 میں دوبارہ نہیں کھلے گا؟,0
مذہب کے نام پر جعلی مقدمات کا خاتمہ کریں گے،علامہ طاہر اشرفی,1
ڈی ڈی سی پول جموں و کشمیر کے کچھ اضلاع میں فریکچر مینڈیٹ کے ساتھ واپس آئے ہیں۔ سب کی نگاہیں اب آزاد ، کانگریس کے ممبروں پر ہیں کیونکہ وہ ان اضلاع میں بادشاہ کے طور پر ابھرا ہے۔,1
ویڈیو میں 'محب وطن چینی خواتین تائیوان کے خلاف لڑتے ہوئے' نہیں دکھایا گیا,0
خاتون کو اپنے سابق بوائے فرینڈ پر حملہ کرنے کے لیے گلہریوں کو تربیت دینے پر گرفتار  گیا؟,0
جعلی خبریں، جنس پرستی اور تعصب: مدھو کشور کی ٹائم لائن کا سنیپ شاٹ,0
 ٹوئٹر نے خفیہ اسٹنگ میں ڈونلڈ ٹرمپ کے نجی پیغامات کو لیک کرتے ہوئے پکڑا۔ ,0
کچھ پسندیدہ مقامات کو الوداع کہنا جو واپس نہیں آئے گا۔,1
دہلی کو غیر واضح طور پر بیجنگ سے بات چیت کرنی ہوگی کہ یہ مؤخر الذکر کی ایل اے سی کی یکطرفہ نظر ثانی کو برداشت نہیں کرے گی۔,1
اردو کے لیے ’بین الاقوامی تعلقات‘ کے دَر کھلنے چاہئیں,1
پورولیا کیس: جب ’خلائی مخلوق‘ نے آسمان سے انڈیا میں کلاشنکوف اور سنائپر رائفلز سمیت جدید ہتھیار برسائے,1
پاکستان کی معاشی صورت حال کا ذمہ دار ایک ترقی یافتہ ملک ہے، چین,1
مسلم لیگ (ق) کی سمیرا ساہی کا استحکام پاکستان پارٹی میں شمولیت کا اعلان,1
کویت جانے والے شخص نے ایئرپورٹ سے پلٹ کر بیوی، بیٹی کو قتل کر دیا,1
بلوچستان میں  موسمِ سرما کی چھٹیوں میں اضافہ,1
19 سالہ حاملہ لڑکی نے اپنے بوائے فرینڈ کے خلاف عدالت میں گواہی دینے سے انکار کر دیا، پھر والدین نے اس کے ساتھ کیا کیا ؟جانیے,1
حالیہ ڈی ڈی سی انتخابات میں سیاسی خطوط کی تزئین و آرائش اور ایک نئی قیادت کے ظہور میں دیکھا گیا ہے - شمالی کشمیر کے ایک قانون کے طالب علم سے لے کر جنوب میں ایک دانتوں کے ڈاکٹر تک ، جموں میں اسکول کے ایک استاد ، جموں میں ایک اسکول کا استاد ، کشمیر میں ایک تجربہ کار سیاستدان کی بیوی تک۔ انڈین ایکسپریس,1
ہسپتال کی چھت سے گرنے والی بارش کی فوٹیج کینیا میں نہیں بلکہ گھانا میں فلمائی گئی۔,0
کانگریس کی خاتون نے بڑے سینوں والی خواتین کے لیے دودھ پلانے پر پابندی کی تجویز پیش کی۔,0
پنجاب میں پہلی سے آٹھویں جماعت کے امتحانات کا آغاز,1
جامعہ ملیہ اسلامیہ کا جے اینڈ کے ہاسٹل کانگریس نے جموں و کشمیر کے مسلمانوں کے لیے مفت میں رہائش کے لیے قائم کیا تھا اور اس میں ہندوؤں اور سکھوں کا داخلہ ممنوع ہے,0
عمرے سے واپسی پر حادثہ، 4 بہن بھائی والد سمیت جاں بحق,1
مہاراشٹر میں مسجد میں مبینہ طور پر رام کا نعرہ نہ لگانے پر امام کی پٹائی,1
 ورلڈ کپ فائنل میں ایلون مسک کی یہ 'مون فیس' تصویر اصلی ہے؟,0
پوسٹس ایندھن کے معاہدے کے بعد امریکی ڈالر کے بارے میں کینیا کے صدر کے ریمارکس کو جوڑتی ہیں۔,0
سپریم کورٹ ریویو آف ججمنٹس اینڈ آرڈرز ایکٹ 2023 قانون بن گیا,1
کرسٹوفر ملر کا کہنا ہے کہ فوج کا انچارج ہے۔,0
ایشیا کپ 2023، پی سی بی نے بی سی سی آئی کے صدر اور سیکریٹری کو مدعو کر لیا,1
آر بی آئی نے عبدالکلام یا ٹیگور کے چہرے والے کرنسی نوٹ جاری کرنے کی خبروں کی تردید کی، کہا کہ ایسی کوئی تجویز نہیں,0
بدھ کو ملک کے شمال اور شمال مغربی حصوں میں شدید سردی میں کوئی کمی نہیں آئی کیونکہ سری نگر میں آٹھ سالوں میں سب سے کم درجہ حرارت ریکارڈ کیا گیا، جب کہ کچھ مقامات پر دھند کی وجہ سے حد نگاہ کم ہونے کی وجہ سے ٹریفک میں خلل پڑا۔,1
مسجد الاقصیٰ میں اسرائیلی پولیس کی جارحیت میں 152 فلسطینی زخمی ہوئے,1
ایران نے دو سزا یافتہ دہشت گردوں اور ایک سزا یافتہ مسلح فیلون کو پھانسی دے دی ہے۔,1
کاربن کا اخراج، موسم میں تبدیلی نہیں، گلوبل وارمنگ کا سبب بن رہا ہے۔,0
نیوزی لینڈ نے دوسرے دن پاکستان کو 500 رنز سے ہرا دیا پاکستانی کھلاڑیوں کے طوطے اڑ گئے,0
سرکاری ذرائع کے مطابق نئے مسافر بردار جیٹ جہاز پانی سے چلائے جائیں گے اوع ان جہازوں,0
صدر مملکت سے عالمی ادارہ صحت اور جان ہاپکنز یونیورسٹی کے وفد کی ملاقات,1
خیبرپختونخوا: خالی نشستوں پر ضمنی بلدیاتی انتخابات کے لئے تمام تر تیاریاں مکمل,1
یوکرین کے شہر اوڈیسا میں واقع بندرگاہ پر روس کے فضائی حملے,1
ترک صدر کا دورہ سعودی عرب، شہزادہ محمد بن سلمان سے ملاقات,1
پائلٹ نے سیاستدانوں کو ملکی سلامتی کے معاملے پر متحد رہنے کی تلقین کرتے ہوئے کہا کہ ملک اپنی سرحدوں کی حفاظت کرنے والے فوجیوں کی وجہ سے محفوظ ہے۔,1
اس تصویر میں بچوں کو نائیجیریا کے ایک اسکول میں درخت کے نیچے جھپکی لیتے ہوئے دکھایا گیا ہے، جنوبی سوڈان میں نہیں۔,0
حقیقت یہ ہے کہ موسمیاتی تبدیلی کی خراب پالیسیوں سے زیادہ لوگ مر رہے ہیں جتنا کہ وہ اصل موسمیاتی تبدیلی سے ہیں۔,0
قومی کانفرنس کے صدر عمر عبد اللہ نے جمعہ کے روز جموں و کشمیر میں پولیس اور انتظامیہ پر ڈی ڈی سی کے انتخابی نتائج کے اعلان کے بعد گھوڑوں کی تجارت اور عیب کی سہولت فراہم کرنے کا الزام عائد کیا اور الزام لگایا کہ کچھ جماعتیں رقم کا استعمال کررہی ہیں۔,1
سسٹم ڈویلپرز پیش کررہے ہیں کہ اس ٹکنالوجی کو اپنانا تیز رفتار ہوگا ، ممکن ہے کہ مستقبل قریب میں ہزاروں اسٹورز ، نائٹ کلب اور ممبرشپ کی خدمات حاصل ہوں۔ سوال یہ ہے کہ: کیا یہ اختیاری ہوگا,0
برازیل میں خاتون کو موبائل چوری کرنے والے شخص سے ہی پیار ہوگیا,1
افغانستان میں خواتین پر پابندیاں؛ اقوام متحدہ نے متعدد امدادی سرگرمیاں معطل کردیں,1
ہیلی کے سی این این ٹاؤن ہال کی فیکٹ چیکنگ,0
گجر نالہ کیس: عدالت کا وزیراعلیٰ سندھ کیخلاف توہین عدالت کا نوٹس واپس لینے سے انکار,1
انگلینڈ کے ٹیسٹ کیپٹن بیٹ کے ساتھ 'موسم گرما' کو مایوس کرنے کے بعد چیلنجوں کے لئے بے چین ہیں,1
وائرل آرٹیکل ویکسین کی تقسیم میں فوج کے کردار کو مسخ کرتا ہے۔,0
 ختم ہونے والی بغاوت کے بعد 'کار چلائی؟ آپ نازی اسٹیکرز ہیں؟,0
مشیل بچمن: 'غلامی کے دوران سیاہ فاموں کے مقابلے سفید فام لوگوں نے اوباما کے دور میں زیادہ نقصان اٹھایا',0
کل ’’سپر بلو مون‘‘ ہوگا، دنیا اگلا نظارہ کب کرے گی؟,1
میں نے یہاں پٹسبرگ اسٹیلرز کے خلاف کھیل کھیلا جہاں 23 انچ برف پڑی تھی۔ … ہم اس میں سے کم از کم 15 انچ میں کھیلے۔,0
ہندوستان میں مفت کوویڈ ویکسین لیکن برطانیہ، امریکہ میں نہیں؟ اے بی پی نیوز کی غلط رپورٹس,0
’مجھے چپ رہنے کو کہا گیا‘: سابق گورنر نے پلوامہ حملے پر مودی حکومت کو کیوں موردالزام ٹھہرایا؟,1
یوم جمہوریہ اور یوم آزادی کے موقع پر موبائل فون اور انٹرنیٹ خدمات کی معطلی 2005 سے وادی میں سیکیورٹی ڈرل کا حصہ رہی ہے جب عسکریت پسندوں نے یوم آزادی کی تقریبات کے مقام کے قریب آئی ای ڈی دھماکے کو متحرک کرنے کے لئے موبائل فون کا استعمال کیا۔,1
ریچھوں کو کھانے والے سیب دکھاتے ہوئے تصویر کشمیر سے ہے,0
یورو ریڈ ڈراؤ برسلز نے روسی میڈیا پروپیگنڈے کا مقابلہ کرنے کے لئے نئی قرارداد پاس کی,0
نئے لنکن ولیج پیدل چلنے والے پل میں شامل ایک خصوصی محراب نے اسے ویسٹ راجرز پارک ایروو کے مطابق بنا دیا ، جو بھاری آرتھوڈوکس یہودی محلے کے آس پاس کی ایک رسمی حد ہے۔,1
پاکستان کی اپوزیشن پارٹی کے انتخابی مہم کے پوسٹر کی تصویری تصویر سوشل میڈیا پر گمراہ کرتی ہے۔,0
’پلیز ہمیں گرفتار کرو نا‘: تحریک انصاف کی جیل بھرو مہم کے پہلے دن کا احوال,1
عراق میں اسرائیل سے تعلقات کی بحالی پر سزائے موت کا قانون منظور,1
کیمپس بائیٹ، پنجاب یونیورسٹی کی فوڈ ایپ جسے طلبہ خود چلاتے ہیں,1
وزیر اطلاعات کا پیمرا ترمیمی بل 2023 واپس لینے کا اعلان,1
لیفٹیننٹ جنرل بلال اکبر کی تقرری اس وقت سامنے آئی جب پاکستان اپنے خلیج اتحادی کے ساتھ تعلقات کی تعمیر نو کی کوشش کرتا ہے۔,1
 میکولے کلکن نے کہا کہ شیطانی ہالی ووڈ ایگزیکٹوز مردہ بچوں سے بنے جوتے پہنتے ہیں؟,0
